userId,problemTitle,language,code,id
6984183f1da9d8ecc90aa499,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int max=0, n=height.length;\n        int left[]=new int[n], right[]=new int[n];\n        left[0]=height[0];\n        for(int i=1;i<n;i++)\n        {\n            left[i]=Math.max(left[i-1],height[i]);\n        }\n        right[n-1]=height[n-1];\n        for(int i=n-2;i>=0;i--)\n        {\n            right[i]=Math.max(right[i+1],height[i]);\n        }\n        for(int i=0;i<n;i++)\n        {\n            max+=(Math.min(left[i],right[i])-height[i]);\n        }\n        return max;\n    }\n}",1
698418431da9d8ecc90aa4b2,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int water=0,n=height.length,left=0,right=0;\n        int i=0,j=n-1;\n        while(i<j){\n            left=Math.max(left,height[i]);\n            right=Math.max(right,height[j]);\n            if(left<right)\n                water+=left-height[i++];\n            else\n                water+=right-height[j--];\n        }\n        return water;\n    }\n}",2
698418221da9d8ecc90aa3f4,Trapping Rain Water,java,class Solution {\n    public int trap(int[] height) {\n        if(height.length==1) return 0;\n        int water_trapped=0;\n        int prevmaxindex=0;\n        int blocks=0;\n        for(int i=1;i<height.length;i++){\n            if(height[i]>=height[prevmaxindex]){\n                water_trapped+=(((i-prevmaxindex-1)*height[prevmaxindex])-blocks);\n                blocks=0;\n                prevmaxindex=i;\n            }else{\n                blocks+=height[i];\n            }\n        }\n        blocks=0;\n        int newmaxindex=height.length-1;\n        for(int i=newmaxindex-1;i>=prevmaxindex;i--){\n            if(height[i]>=height[newmaxindex]){\n                water_trapped+=(((newmaxindex-i-1)*height[newmaxindex])-blocks);\n                blocks=0;\n                newmaxindex=i;\n            }else{\n                blocks+=height[i];\n            }\n        }  \n        return water_trapped;\n    }\n},3
698418371da9d8ecc90aa47c,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int n=height.length;\n        int maxWater=0, leftMax[]=new int[n],rightMax[]=new int[n];\n        leftMax[0]=height[0];\n        rightMax[n-1]=height[n-1];\n        for(int i=1;i<n;i++){\n            leftMax[i]=Math.max(leftMax[i-1],height[i]);\n        }\n        for(int i=n-2;i>=0;i--){\n            rightMax[i]=Math.max(rightMax[i+1],height[i]);\n        }\n        for(int i=0;i<n;i++){\n            maxWater+=(Math.min(rightMax[i],leftMax[i]))-height[i];\n        }\n        return maxWater;\n    }\n}",4
698418261da9d8ecc90aa403,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int n=height.length;\n        int water = 0;\n        int left[]=new int[n];\n        int right[]=new int[n];\n        left[0] = height[0];\n        for(int i=1;i<n;i++){\n            left[i]=Math.max(left[i-1],height[i]);\n        }\n        right[n-1] = height[n-1];\n        for(int i=n-2;i>=0;i--){\n            right[i]=Math.max(right[i+1],height[i]);\n        }\n        for(int i=0;i<n;i++){\n            water += Math.min(left[i], right[i]) - height[i];\n        }\n        return water;\n    }\n}",5
698418421da9d8ecc90aa4ad,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int trap=0;\n        int maxLeft=0;\n        int maxRight=0;\n        int left=0;\n        int right=height.length-1;\n        while(left<right){\n            maxLeft=Math.max(maxLeft,height[left]);\n            maxRight=Math.max(maxRight,height[right]);\n            trap+=maxLeft-height[left];\n            trap+=maxRight-height[right];\n            if(maxLeft<maxRight){\n                left++;\n            }\n            else{\n                right--;\n            }\n        }\n        return trap;\n    }\n}",6
698418821da9d8ecc90aa545,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int maxwater=0,n=height.length;\n        int lmax[]= new int[n],rmax[]=new int[n];\n        lmax[0]=height[0];\n        for(int i=1;i<n;i++){\n            lmax[i]=Math.max(lmax[i-1],height[i]);\n        }\n        rmax[n-1]=height[n-1];\n        for(int i=n-2;i>=0;i--)\n        {\n            rmax[i]=Math.max(rmax[i+1],height[i]);\n        }\n        for(int i=0;i<n;i++)\n        {\n            maxwater+=(Math.min(lmax[i],rmax[i])-height[i]);\n        }\n        return maxwater;\n    }\n}",7
698418281da9d8ecc90aa416,Trapping Rain Water,java,class Solution\n{\n    public int trap(int[] height)\n    {\n        int leftmax=0;\n        int rightmax=0;\n        int total=0;\n        int left=0;\n        int right=height.length-1;\n        while(left<right){\n            if(height[left]<=height[right]){\n                if(leftmax<height[left]){\n                    leftmax=height[left];         \n                }\n                total=total+(leftmax-height[left]);\n                left=left+1;\n            }else{\n                if(rightmax<height[right]){\n                    rightmax=height[right];\n                }\n                total=total+(rightmax-height[right]);\n                right=right-1;\n            }\n        }\n        return total;\n    }\n},8
698418461da9d8ecc90aa4ca,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int left=0,right=height.length-1;\n        int lm=0,rm=0,total=0;\n        while(left<right){\n            lm=Math.max(lm,height[left]);\n            rm=Math.max(rm,height[right]);\n            if(lm<rm){\n                total+=lm-height[left];\n                left++;\n            }else{\n                total+=rm-height[right];\n                right--;\n            }\n        }\n        return total;\n    }\n}",9
698418191da9d8ecc90aa3c2,Trapping Rain Water,java,"class Solution {\n    public int trap(int[] height) {\n        int maxWater=0, N=height.length;\n        int leftMax[]= new int[N],rightMax[]=new int[N];\n        leftMax[0]=height[0];\n        for (int i=1; i<N;i++){\n            leftMax[i]=Math.max(leftMax[i-1],height[i]); \n        }\n        rightMax[N-1]=height[N-1];\n        for(int i=N-2; i>=0;i--){\n            rightMax[i]=Math.max(rightMax[i+1],height[i]);\n        }\n        for(int i=0; i<N; i++){\n            maxWater+=(Math.min(leftMax[i], rightMax[i])-height[i]);\n        }\n        return maxWater;\n    }\n}",11
